Num. Ens/ Num. Inventari,Província,Municipi,Via,Num. via,Departament-Assig./Adscrip.,Espai,Tipus d'ús,area_value,Ref. Cadastral
608,Lleida,Lleida (25002),Blondel,11,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,- AV Blondel 11,Oficina,344.54;344.54;0;344.54;0,2196208CG0029E0059RE
608,Lleida,Lleida (25002),Blondel,11,--Direcció General del Patrimoni de la Generalitat de Catalunya (Assignació) ;,- AV Blondel 11,Oficina,344.54;344.54;0;344.54;0, 2196208CG0029E0055MX
610,Lleida,Lleida (25002),Madrid,38,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Simago - AV Madrid 38,Oficina,1393.76;1393.76;0;1393.76;0,1894905CG0019D0155JS
610,Lleida,Lleida (25002),Madrid,38,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Simago - AV Madrid 38,Oficina,1393.76;1393.76;0;1393.76;0, 1894905CG0019D0160LF
610,Lleida,Lleida (25002),Madrid,38,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Simago - AV Madrid 38,Oficina,1393.76;1393.76;0;1393.76;0, 1894905CG0019D0159ZH
610,Lleida,Lleida (25002),Madrid,38,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Simago - AV Madrid 38,Oficina,1393.76;1393.76;0;1393.76;0, 1894905CG0019D0156KD
610,Lleida,Lleida (25002),Madrid,38,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Simago - AV Madrid 38,Oficina,1393.76;1393.76;0;1393.76;0, 1894905CG0019D0161BG
610,Lleida,Lleida (25002),Madrid,38,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Simago - AV Madrid 38,Oficina,1393.76;1393.76;0;1393.76;0, 1894905CG0019D0152FO
610,Lleida,Lleida (25002),Madrid,38,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Simago - AV Madrid 38,Oficina,1393.76;1393.76;0;1393.76;0, 1894905CG0019D0162ZH
610,Lleida,Lleida (25002),Madrid,38,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Simago - AV Madrid 38,Oficina,1393.76;1393.76;0;1393.76;0, 1894905CG0019D0164MK
610,Lleida,Lleida (25002),Madrid,38,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Simago - AV Madrid 38,Oficina,1393.76;1393.76;0;1393.76;0, 1894905CG0019D0163XJ
610,Lleida,Lleida (25002),Madrid,38,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Simago - AV Madrid 38,Oficina,1393.76;1393.76;0;1393.76;0, 1894905CG0019D0158BG
610,Lleida,Lleida (25002),Madrid,38,--Departament de Territori i Sostenibilitat (Assignació) ;,Edifici Simago - AV Madrid 38,Oficina,1393.76;1393.76;0;1393.76;0, 1894905CG0019D0157LF
612,Lleida,Lleida (),Doctor Fleming,15,--Agència Catalana de l'Aigua (Adscripció) ;,Edifici Premier - Seu de la demarcació territorial a Lleida de l'Agència Catalana de l'Aigua,Oficina,615.52;615.52;0;615.52;0,1403505CG0110C0014EU
612,Lleida,Lleida (),Doctor Fleming,15,--Agència Catalana de l'Aigua (Adscripció) ;,Edifici Premier - Seu de la demarcació territorial a Lleida de l'Agència Catalana de l'Aigua,Oficina,615.52;615.52;0;615.52;0, 1403505CG0110C0013WY
613,Lleida,Lleida (),Prat de la Riba,40,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Edifici,Oficina,74.5;74.5;0;74.5;0,2105404CG0120E0004UX
617,Lleida,Lleida (),Canyeret,s/n,--Departament de Justícia (Assignació) ;,"Audiència i Jutjats mixts, socials i penals",Judicial,10256;10256;0;10256;3665,2301901CG0120A0001UY
618,Lleida,Lleida (),Albatarrec,s/n.,--Ajuntament de Lleida (Altres) ;,Edifici Copa d'Or - Cedit a l'Ajuntament de Lleida,Escola,3044;3044;0;3044;14437,25900A026001650000LF
618,Lleida,Lleida (),Albatarrec,s/n.,--Ajuntament de Lleida (Altres) ;,Edifici Copa d'Or - Cedit a l'Ajuntament de Lleida,Escola,3044;3044;0;3044;14437, 026016503880640001QZ
619,Lleida,Lleida (),Victòria Kent,1,--Departament de Justícia (Assignació) ;,Centre Penitenciari Ponent,Penitenciari,36959.28;36959.28;0;36959.28;72728.5,0512105CG0101B0001OQ
623,Lleida,Lleida (25002),Narcis Monturiol,2,--Departament d'Ensenyament (Assignació) ;,IES Joan Oró/ IES Màrius Torres/ IES Samuel Gili,Institut,18970.2;18970.2;0;18970.2;44033,1490101CG0019A0002SD
625,Lleida,Lleida (25192),La Caparrella,98,--Departament d'Ensenyament (Assignació) ;,Institut Caparrella,Institut,7943;7943;0;7943;12500,8582203BG9088B0001XS
626,Lleida,Lleida (25196),Eugeni d'Ors-ciutat Jardí,s/n,--Departament d'Ensenyament (Assignació) ;,Institut Guindàvols,Institut,5010;5010;0;5010;5000,1212301CG0111C0001KF
627,Lleida,Lleida (25199),Vallcalent,63,--Departament de Territori i Sostenibilitat (Assignació) ;,Viver Vallcalent - Elenc L-2001,Explotació agrícola,0;0;0;0;0,25900A031000330000LJ
627,Lleida,Lleida (25199),Vallcalent,63,--Departament de Territori i Sostenibilitat (Assignació) ;,Viver Vallcalent - Elenc L-2001,Explotació agrícola,0;0;0;0;0, 031003303880530001ZK
628,Lleida,Lleida (),Rufea,68,--Departament de Justícia (Assignació) ;,Centre Educatiu El Segre,Centre educatiu de menors,4572.15;4572.15;0;4572.15;0,027026703880540001SR
631,Lleida,Lleida (),Segria,19,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Ludoteca Arenys del Segre,Ludoteca,188.85;188.85;0;188.85;0,1302801CG0110A0115OH
631,Lleida,Lleida (),Segria,19,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Ludoteca Arenys del Segre,Ludoteca,188.85;188.85;0;188.85;0, 1302801CG0110A0116PJ
631,Lleida,Lleida (),Segria,19,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Ludoteca Arenys del Segre,Ludoteca,188.85;188.85;0;188.85;0, 1302801CG0110A0114IG
632,Lleida,Lleida (),"Segre, parcel.la 508",,--Departament d'Empresa i Coneixement (Assignació) ;,Estació ITV L-02 -,Estació d'ITV,1054;1054;0;1054;6388,5210903CG0151A0001PS
634,Lleida,Lleida (),Ferran,16,,- RB Ferran 16 (antic No utilitzat),Oficina,120;120;0;120;0,2601208CG0120B0002LH
637,Girona,Lloret de Mar (),Costa Carbonell,36,--Departament d'Interior (Assignació) ;,Parc de bombers,Parc de bombers,758.19;758.19;0;758.19;4202.51,6466511DG8166N0001AT
638,Girona,Lloret de Mar (),Girona,8-10,--Consorci Sanitari de la Selva (Altres) ;,CAP Lloret de Mar - CR Girona 8  10,Centre Assistència Primària,1448;1448;0;1448;478,7372902DG8177S0001OA
639,Girona,Lloret de Mar (),"Ge-680, pq. 10,050-10,150",,--Departament de Territori i Sostenibilitat (Assignació) ;,"- CT Ge-680, pq. 10,050-10,150",Sobrant de carretera,0;0;0;0;0,
644,Barcelona,Manlleu (),Castellot,17,--Institut Català de la Salut (ICS) (Adscripció) ;,Cap Manlleu,Centre Assistència Primària,1148.15;1148.15;0;1148.15;2000,1105001DG4510N0001JH
648,Barcelona,Manresa (08240),Amadeu Vives,s/n,--Departament d'Ensenyament (Assignació) ;,Institut Pius Font i Quer,Institut,2487;2487;0;2487;10000,3319002DG0231A0001XX
649,Barcelona,Manresa (),Muralla del Carme,7,--Departament de Salut (Assignació) ;,Seu Regió Sanitària Central CatSalut + Equip Territorial de Salut Pública de la Catalunya Central,Sanitari,1341.32;1341.32;0;1341.32;202.65,2501005DG0220A0001FQ
650,Barcelona,Manresa (),Sant Jaume,s/n,--Departament de Salut (Assignació) ;,Laboratori Comarcal de Salut,Recerca científica i laboratoris,0;0;0;0;426.4,3599601DG0139G0001WM
653,Barcelona,Manresa (08241),Viladordís,5-7,--Departament d'Ensenyament (Assignació) ;,Llar d'infants Picarol,Llar d'infants,1360;1360;0;1360;1516,3001003DG0230A0001ET
655,Barcelona,Manresa (08240),Bases de Manresa,51-59,--Departament d'Ensenyament (Assignació) ;,Institut Lacetània,Institut,11288;11288;0;11288;12336.77,2614101DG0221A0001QK
656,Barcelona,Manresa (),Parc de la Seu,2,--Departament de la Vicepresidència i d'Economia i Hisenda (Assignació) ;,Edifici corporatiu de la Generalitat a la Catalunya central,Oficina,2847.79;2847.79;86.21;2934;897.83,2698803DG0129G0001WL
656,Barcelona,Manresa (),Parc de la Seu,2,--Departament de la Vicepresidència i d'Economia i Hisenda (Assignació) ;,Edifici corporatiu de la Generalitat a la Catalunya central,Oficina,2847.79;2847.79;86.21;2934;897.83, 2698802DG0129G0001HL
657,Barcelona,Manresa (08243),N-141,"3,1 K",--Departament d'Interior (Assignació) ;,"Parc de Bombers - CT N-141 3,1 K",Parc de bombers,1307.29;1307.29;0;1307.29;6375,4518203DG0241A0001IE
657,Barcelona,Manresa (08243),N-141,"3,1 K",--Departament d'Interior (Assignació) ;,"Parc de Bombers - CT N-141 3,1 K",Parc de bombers,1307.29;1307.29;0;1307.29;6375, 4619901DG0241N0001GT
657,Barcelona,Manresa (08243),N-141,"3,1 K",--Departament d'Interior (Assignació) ;,"Parc de Bombers - CT N-141 3,1 K",Parc de bombers,1307.29;1307.29;0;1307.29;6375, 08112A008000440000QJ
658,Barcelona,Manresa (),N-141,"2,35 K",--Departament de Territori i Sostenibilitat (Assignació) ;,Magatzem,Emmagatzematge,233;233;0;233;792.05,001547300DG02A0001HS
659,Barcelona,Manresa (08240),Tudela,s/n,--Departament d'Ensenyament (Assignació) ;,Llar d'infants l'Espurna,Llar d'infants,1360;1360;0;1360;700,1704003DG0210A0001TB
660,Barcelona,Manresa (08242),Espanya,2,--Departament d'Ensenyament (Assignació) ;,Institut Lluís de Peguera,Institut,9034;9034;0;9034;10973.2,2508001DG0220A0001DQ
661,Barcelona,Manresa (),Tries de Manresa,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Can Poc Oli (Annex ECA) - PD Tries de Manresa,Serveis educatius,616;616;0;616;22500,08112A015002710000QJ
665,Barcelona,Martorell (08760),Felix Duran i Canyameres,3,--Departament d'Ensenyament (Assignació) ;,Institut Pompeu Fabra,Institut,5344;5344;0;5344;6520,0021003DF1902S0001AM
668,Barcelona,El Masnou (08320),Rosa Sensat,s/n,--Departament d'Ensenyament (Assignació) ;,Institut Mediterrània,Institut,4800;4800;0;4800;10240,2123001DF4922S0001ZZ
670,Barcelona,El Masnou (08320),Sant Miquel,125,--Servei Català de la Salut (Adscripció) ;,CAP El Masnou,Centre Assistència Primària,1002;1002;553;1555;2415,2624012DF4922S0001SZ
671,Barcelona,El Masnou (08320),Cusi i Fortunet,52,"--Departament d'Ensenyament (Assignació) ; --Departament de Treball, Afers Socials i Famílies (Assignació) ;",Institut Maremar i Alberg Josep M.Batista i Roca,Institut,4304;4304;0;4304;14266.9,3531035DF4933S0001XL
675,Barcelona,Mataró (08301),Onofre Arnau,32,--Departament d'Ensenyament (Assignació) ;,EOI del Maresme i CRP Maresme I,Escola Oficial d'Idiomes,3132.08;3132.08;0;3132.08;900,3893201DF5939S0001QK
677,Barcelona,Mataró (08304),Velodrom,s/n,--Departament d'Ensenyament (Assignació) ;,Institut Alexandre Satorras,Institut,5682;5682;0;5682;8099,3398404DF5939N0001OP
678,Barcelona,Mataró (08301),Bous,5,--Departament d'Ensenyament (Assignació) ;,Institut Damià Campeny,Institut,4325;4325;903;5228;2833,3893202DF5939S0001PK
681,Girona,Mieres (),Ge-524,"pk 20,1",--Departament de Territori i Sostenibilitat (Assignació) ;,"Sobrant de carretera Ge-524 pk 20,1",Sobrant de carretera,0;0;0;0;300,
682,Tarragona,Miravet (),Entre N-420 i C-230,,--Agència Catalana del Patrimoni Cultural (Adscripció) ;,Castell Miravet,Conjunt monumental,7528;7528;0;7528;12730.54,43085A004001110001FX
682,Tarragona,Miravet (),Entre N-420 i C-230,,--Agència Catalana del Patrimoni Cultural (Adscripció) ;,Castell Miravet,Conjunt monumental,7528;7528;0;7528;12730.54, 43085A004001110000DZ
683,Barcelona,Moià (08180),Rafael Casanova,8,--Agència Catalana del Patrimoni Cultural (Adscripció) ;,Casa Rafel Casanova - Arxiu històric de Moià,Arxiu històric,1495;1495;0;1495;652,5294109DG2259S0001PH
684,Barcelona,Moià (),Manresa,Km. 26,--Departament d'Interior (Assignació) ;,Parc de Bombers,Parc de bombers,382.02;382.02;0;382.02;1854,4194303DG2249S0001TS
685,Barcelona,Molins de Rei (),Felip Canalias,4,--Ajuntament de Molins de Rei (Altres) ;,Casal de Gent Gran,Centre cívic,208.65;208.65;0;208.65,8145518DF1884E0001EK
687,Barcelona,Molins de Rei (08750),Ntra. Sra. de Lourdes,34,--Departament d'Ensenyament (Assignació) ;,Institut Bernat el Ferrer,Institut,7.11;7.11;0;7.11;10000,8750403DF1885B0001FI
688,Barcelona,Molins de Rei (),Tarradellas,s/n,--Departament de Cultura (Assignació) ;,Biblioteca Pau Vila,Biblioteca,432;432;0;432;0,8152101DF1885A0057FJ
689,Barcelona,Molins de Rei (),Valencia,21-23,--Departament de Justícia (Assignació) ; --Ajuntament de Molins de Rei (Altres) ;,Jutjat de Pau i Casal de Joves,Judicial,380.05;380.05;286.22;666.27;0,8048209DF1884G0002UF
689,Barcelona,Molins de Rei (),Valencia,21-23,--Departament de Justícia (Assignació) ; --Ajuntament de Molins de Rei (Altres) ;,Jutjat de Pau i Casal de Joves,Judicial,380.05;380.05;286.22;666.27;0, 8048209DF1884G0001YD
690,Barcelona,Molins de Rei (),Vallvidrera,16,--Departament d'Ensenyament (Assignació) ;,Antic Institut Lluís de Requesens,Institut,3665.14;3665.14;0;3665.14;7755,8456101DF1885E0001GS
692,Lleida,Mollerussa (),Arbeca,3,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Oficina Comarcal del Pla d'Urgell,Oficina,187.53;187.53;0;187.53;0,4608525CG2140N0005PZ
692,Lleida,Mollerussa (),Arbeca,3,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Oficina Comarcal del Pla d'Urgell,Oficina,187.53;187.53;0;187.53;0, 4608525CG2140N0008DQ
692,Lleida,Mollerussa (),Arbeca,3,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Oficina Comarcal del Pla d'Urgell,Oficina,187.53;187.53;0;187.53;0, 4608525CG2140N0007SM
692,Lleida,Mollerussa (),Arbeca,3,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Oficina Comarcal del Pla d'Urgell,Oficina,187.53;187.53;0;187.53;0, 4608525CG2140N0006AX
694,Lleida,Mollerussa (),Joan Maragall,2,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Residència per a greus disminucions físiques Terres de Ponent,Residència per a persones amb discapacitat,4911.6;4911.6;0;4911.6;1498.82,4110309CG2141S0001SL
695,Barcelona,Sant Pere de Ribes (),B 211,"3,8 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"Sobrant carretera B-211 km 3,8",Sobrant de carretera,0;0;0;0;1980,
696,Lleida,Mollerussa (25230),Torregrossa,"1,9 K",--Institut de Recerca i Tecnologia Agroalimentàries (IRTA) (Altres) ; --Departament d'Ensenyament (Assignació) ;,Institut La Serra i Institut Mollerussa,Institut,7947.02;7947.02;0;7947.02;333080,2196101CG2029N0001OL
697,Lleida,Mollerussa (25230),Torregrossa,40,--Departament d'Ensenyament (Assignació) ;,Institut Terres de Ponent,Institut,6405;6405;0;6405;10982,4106421CG2140N0001LJ
697,Lleida,Mollerussa (25230),Torregrossa,40,--Departament d'Ensenyament (Assignació) ;,Institut Terres de Ponent,Institut,6405;6405;0;6405;10982, 4106420CG2140N0001PJ
699,Barcelona,Mollet del Vallès (),Anselm Clave,2,--Departament de Justícia (Assignació) ;,Jutjats de 1ª Instància i Instrucció,Judicial,462.55;462.55;0;462.55;0,4689801DF3948N0012AR
699,Barcelona,Mollet del Vallès (),Anselm Clave,2,--Departament de Justícia (Assignació) ;,Jutjats de 1ª Instància i Instrucció,Judicial,462.55;462.55;0;462.55;0, 4689801DF3948N0016GI
699,Barcelona,Mollet del Vallès (),Anselm Clave,2,--Departament de Justícia (Assignació) ;,Jutjats de 1ª Instància i Instrucció,Judicial,462.55;462.55;0;462.55;0, 4689801DF3948N0017HO
699,Barcelona,Mollet del Vallès (),Anselm Clave,2,--Departament de Justícia (Assignació) ;,Jutjats de 1ª Instància i Instrucció,Judicial,462.55;462.55;0;462.55;0, 4689801DF3948N0014DY
699,Barcelona,Mollet del Vallès (),Anselm Clave,2,--Departament de Justícia (Assignació) ;,Jutjats de 1ª Instància i Instrucció,Judicial,462.55;462.55;0;462.55;0, 4689801DF3948N0015FU
699,Barcelona,Mollet del Vallès (),Anselm Clave,2,--Departament de Justícia (Assignació) ;,Jutjats de 1ª Instància i Instrucció,Judicial,462.55;462.55;0;462.55;0, 4689801DF3948N0013ST
700,Barcelona,Mollet del Vallès (08100),Burgos,96,--Departament d'Ensenyament (Assignació) ;,Institut de Mollet del Vallès,Institut,8865.15;8865.15;0;8865.15;13052,3984008DF3938S0001KM
702,Barcelona,Mollet del Vallès (),Jaume i,32,--Departament d'Ensenyament (Assignació) ;,Antic IES Mollet-Oficines Ajuntament - CR Jaume i 32,Institut,4500;4500;0;4500;0,4491501DF3949S0001WZ
706,Barcelona,Monistrol de Calders (),B  124,32,--Departament de Territori i Sostenibilitat (Assignació) ;,Caseta peó caminer Monistrol de Calders - CB 32,Habitatge,188.94;188.94;0;188.94;470.25,08127A004000020000EO
709,Tarragona,Montblanc (),Manel Ribe,32,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",RGG Conca de Barberà,Residència geriàtrica,4248.01;4248.01;1152.04;5400.05;4387.39,5819301CF4851H0001AT
711,Tarragona,Montblanc (43400),Doctor Folch,12,--Departament d'Ensenyament (Assignació) ;,Institut Martí l'Humà,Institut,2241.54;2241.54;0;2241.54;13885,5924401CF4852D0001JO
711,Tarragona,Montblanc (43400),Doctor Folch,12,--Departament d'Ensenyament (Assignació) ;,Institut Martí l'Humà,Institut,2241.54;2241.54;0;2241.54;13885, 5824201CF4852D0001JO
712,Tarragona,Montblanc (43400),Artesa,4,--Departament d'Ensenyament (Assignació) ;,Convent de la Mercè / CRP-EAP Conca de Barberà/AFA Montblanc,Serveis educatius,1107.7;1107.7;0;1107.7;5403,6430602CF4862G0001PJ
713,Tarragona,Montblanc (),Mas d'en Llort,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Viver Mas d'en Llort,Explotació agrícola,168;168;0;168;169621,43087A038000110000ZQ
713,Tarragona,Montblanc (),Mas d'en Llort,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Viver Mas d'en Llort,Explotació agrícola,168;168;0;168;169621, 43087A038000080000ZQ
714,Tarragona,Montblanc (43400),Sant Francesc,2,--Departament de Cultura (Assignació) ;,Convent de Sant Francesc,Conjunt monumental,2424;2424;0;2424;5630,6421802CF4862A0001AO
716,Tarragona,Montblanc (),Santa Maria,1,--Departament de Justícia (Assignació) ;,Jutjat de Pau,Judicial,782;782;0;782;0,6324202CF4862C0001PR
717,Barcelona,Montcada i Reixac (08110),Carrerada,s/n,--Departament d'Ensenyament (Assignació) ;,Institut Montserrat Miró i Vila,Institut,2900;2900;0;2900;7020.25,2038801DF3923G0001YQ
718,Lleida,Montferrer i Castellbò (),Arabell- Bellestar,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",ECA de la Seu d'Urgell i Escola Eqüestre de Catalunya- Finca les Colomines,Escola Capacitació Agrària,3007.5;3007.5;318.35;3325.85;51708,25028A001003550001MB
718,Lleida,Montferrer i Castellbò (),Arabell- Bellestar,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",ECA de la Seu d'Urgell i Escola Eqüestre de Catalunya- Finca les Colomines,Escola Capacitació Agrària,3007.5;3007.5;318.35;3325.85;51708, 25028A001003550000XL
721,Tarragona,Móra d'Ebre (),Maria Miracle Descarrega,8,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",RGG Natzaret - Residència Natzaret,Residència geriàtrica,4540.92;4540.92;123.52;4664.44;31573.2,1111302CF0511S0001UA
722,Tarragona,Móra d'Ebre (),Mora la Nova,19,--Departament de Territori i Sostenibilitat (Assignació) ;,Estació d'Autobusos de Móra d'Ebre,Estació d'autobusos,590;590;0;590;1508.63,2213405CF0521C0001UM
724,Tarragona,Móra d'Ebre (),Comarques Catalanes,90,--Departament d'Interior (Assignació) ;,Parc de Bombers,Parc de bombers,1235;1235;0;1235;4670.73,1013903CF0511S0001SA
725,Tarragona,Móra d'Ebre (43740),Comarques Catalanes,103,--Departament d'Ensenyament (Assignació) ;,Institut Julio Antonio / EOI Ribera d'Ebre/CFA Ribera d'Ebre,Institut,4564;4564;231;4795;9220.74,1312702CF0511S0001SA
726,Tarragona,Móra la Nova (),T-303,pk 33,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Caseta peó caminaire - Carretera T-303 pk 33 K,Sobrant de carretera,238.01;238.01;0;238.01;374.86,
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5,08181A002000180000OR
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08181A014000090000OH
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08181A002000340000OW
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08138A014000030000SI
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08138A006000010000SU
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08181A014000030000OI
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08181A002000190000OD
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08138A014000010000SD
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08138A014000100000SZ
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08181A014000080000OU
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08181A001000220000OZ
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08181A014000110000OU
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08138A006000020000SH
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08138A007000190000SL
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08181A014000040000OJ
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08138A014000110000SU
727,Barcelona,Mura (),Farell,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Elenc 1046,Forest,0;0;0;0;4324646.5, 08181A002000170000OK
728,Barcelona,Òdena (),C-241,"5,065 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"Caseta peó camineraire ""La Talavera""",Habitatge,158.2;158.2;0;158.2;381,002321100CG80H0001TG
729,Barcelona,Olèrdola (),C  244,40 K,--Departament de Territori i Sostenibilitat (Assignació) ;,"Caseta peó caminer ""Ferseny""",Habitatge,0;0;0;0;145,
731,Tarragona,Montblanc (),Muralla de Sant Jordi,35,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Oficina Comarcal Conca de Barberà - CR Muralla de Sant Jordi 35,Oficina,0;0;0;0;0,6123402CF4862C0001YR
732,Lleida,Olius (),C-26 Antiga C-149,"3,9 K",--Departament de Territori i Sostenibilitat (Assignació) ;,"(enderrocada) caseta peó caminer ""Serra"" - CT C-26 Antiga C-149 3,9 K",Sobrant de carretera,0;0;0;0;0,
733,Lleida,Olius (),Solsona a Manresa,km. 48,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Escola de Capacitació Agrària del Solsonès,Escola Capacitació Agrària,1585;1585;0;1585;32120,0587501CG8408N0001YJ
734,Girona,Olot (),Bisbe Lorenzana,2,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Casal per a Gent Gran d' Olot,Casal de gent gran,1190.88;1190.88;350.91;1541.79;0,7901901DG5770S0002WW
734,Girona,Olot (),Bisbe Lorenzana,2,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Casal per a Gent Gran d' Olot,Casal de gent gran,1190.88;1190.88;350.91;1541.79;0, 7901901DG5770S0001QQ
735,Girona,Olot (),Mestre Falla,43,--Departament d'Interior (Assignació) ;,Parc de Bombers,Parc de bombers,719;719;0;719;3500,9114303DG5791S0001BE
738,Girona,Olot (),Anselm Clave,7,--Ajuntament d'Olot (Altres) ;,Escola de Música d'Olot - Antiga Biblioteca Marià Vayreda,Altres centres docents,1288;1288;0;1288;2000,7798201DG5679N0001JE
739,Girona,Olot (17800),Joan de Cabirol,23,--Departament d'Ensenyament (Assignació) ;,Institut Montsacopa,Institut,4591;4591;0;4591;8200,7711402DG5771S0001KK
740,Girona,Olot (17800),Riudaura,110,--Departament d'Ensenyament (Assignació) ;,Institut La Garrotxa,Institut,9737;9737;0;9737;10003,6306701DG5760N0001US
741,Girona,Olot (),Santa Coloma,s/n,--Departament de Territori i Sostenibilitat (Assignació) ;,Torre Castanys o Casal del Volcans - AV Santa Coloma  S,Oficina,130;130;0;130;0,7191212DG5679S0001PA
743,Barcelona,Oristà (),B  432,"km. 21,41",--Departament de Territori i Sostenibilitat (Assignació) ;,"Caseta peó caminer ""Manso Cabanas""",Sobrant de carretera,181;181;0;181;2515,08150A014000310001FL
743,Barcelona,Oristà (),B  432,"km. 21,41",--Departament de Territori i Sostenibilitat (Assignació) ;,"Caseta peó caminer ""Manso Cabanas""",Sobrant de carretera,181;181;0;181;2515, 08150A014000310000DK
744,Barcelona,Oristà (),B  433,"km. 5,2",--Departament de Territori i Sostenibilitat (Assignació) ;,"Caseta peó caminer ""La Casilla""",Habitatge,116;116;0;116;3170,08150A003000110000DW
745,Girona,Palafrugell (17200),Frederic Marti Carreres,13,--Departament d'Ensenyament (Assignació) ;,Institut Frederic Martí i Carreras,Institut,4233;4233;890;5123;0,3501123EG1430S0001QR
