Num. Ens/ Num. Inventari,Província,Municipi,Via,Num. via,Departament-Assig./Adscrip.,Espai,Tipus d'ús,area_value,Ref. Cadastral
5040,Girona,Ventalló (17473),Escoles,1,--Departament d'Ensenyament (Assignació) ;,Escola de Ventallò - ZER Tramuntana,Escola,1313.15;1313.15;0;1313.15;680,2267802EG0626N0001UM
5041,Girona,Verges (17142),Defora,s/n,--Departament d'Ensenyament (Assignació) ;,Institut Escola Francesc Cambó i Batlle,Institut escola,3880.5;3880.5;0;3880.5;0,
5042,Barcelona,Vic (),Montseny,16,--Departament d'Ensenyament (Assignació) ;,Aula de Formació d'Adults Montseny,Centre de Formació d'Adults,1259.87;1259.87;0;1259.87;0,7714701DG3471S0001DW
5043,Barcelona,Vic (08500),Rafael de Casanova,33,--Departament d'Ensenyament (Assignació) ;,Escola Doctor Joaquim Salarich,Escola,4452;4452;0;4452;0,8507001DG3480N0001JR
5044,Barcelona,Vic (08500),St. Miquel Xic,2,--Departament d'Ensenyament (Assignació) ;,Escola Guillem de Montrodon-Sant Miquel dels San,Escola,4452;4452;0;4452;0,
5046,Girona,Vidrà (17515),Siuret,,--Departament d'Ensenyament (Assignació) ;,Escola Santa Bàrbara - ZER Els Castells,Escola,787.89;787.89;0;787.89;0,
5047,Girona,Vidreres (17411),Mediterrania,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Salvador Espriu,Escola,3339;3339;0;3339;0,
5048,Girona,Vidreres (17411),Orient,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Sant Iscle,Escola,3339;3339;0;3339;0,
5049,Lleida,Vielha e Mijaran (),Marcatosa,s/n,--Departament d'Ensenyament (Assignació) ;,CEIP Garona - AV Marcatosa  S,Escola,6121.5;6121.5;0;6121.5;0,
5052,Tarragona,Vila-rodona (43814),Afores,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Bernardí Tolrà - ZER El Montmell,Escola,0;0;0;0;0,
5053,Lleida,Vila-sana (25245),Ponent,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Mossèn Ton Clavé - ZER Vent Serè,Escola,1050.52;1050.52;0;1050.52;0,
5054,Tarragona,Vila-seca (43481),Alfredo Kraus,22,--Departament d'Ensenyament (Assignació) ;,Escola Cal·lípolis,Escola,3414.19;3414.19;0;3414.19;0,
5055,Tarragona,Vila-seca (43480),Reguet de Felix,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Sant Bernat Calvó,Escola,4452;4452;0;4452;0,
5056,Tarragona,Vila-seca (43480),Santiago Rusiñol,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Mestral,Escola,4452;4452;0;4452;0,
5057,Tarragona,Vila-seca (43480),Tarragona,9,--Departament d'Ensenyament (Assignació) ;,Escola Torroja i Miret,Escola,4637.5;4637.5;0;4637.5;0,
5058,Tarragona,Vila-seca (43480),Mas de la Cerca,s/n,--Departament d'Ensenyament (Assignació) ;,Escola La Plana,Escola,2626.31;2626.31;0;2626.31;0,
5059,Tarragona,Vilabella (43886),Castellví,14,--Departament d'Ensenyament (Assignació) ;,Escola Manuel de Castellví i Feliu - ZER Atzavar,Escola,1313.15;1313.15;0;1313.15;0,
5060,Girona,Vilabertran (17760),Ramon Reig,3,--Departament d'Ensenyament (Assignació) ;,Escola Torre d'en Reig - ZER Canigó,Escola,1575.78;1575.78;0;1575.78;0,
5061,Girona,Vilablareix (17180),Perello,142,--Departament d'Ensenyament (Assignació) ;,Escola Madrenc,Escola,2626.31;2626.31;0;2626.31;0,2844602DG8424S0001RQ
5062,Barcelona,Vilada (08613),Migdia,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Serra de Picamill - ZER Berguedà Centre,Escola,787.89;787.89;0;787.89;0,
5063,Girona,Viladamat (17137),Escoles,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Puig Segalar - ZER Tramuntana,Escola,1050.52;1050.52;0;1050.52;0,
5064,Barcelona,Viladecans (08840),Circumval·lació,118,--Departament d'Ensenyament (Assignació) ;,Escola Montserratina,Escola,3643.61;3643.61;0;3643.61;9406,6949101DF1775A0001ZD
5065,Barcelona,Viladecans (08840),Lluís Moré del Castillo,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Can Palmer,Escola,5750.5;5750.5;0;5750.5;0,
5066,Barcelona,Viladecans (08840),Dos de Maig,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Doctor Vicenç Ferro,Escola,4452;4452;0;4452;0,
5067,Barcelona,Viladecans (08840),Pompeu Fabra,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Doctor Trueta,Escola,4452;4452;0;4452;0,
5068,Barcelona,Viladecans (08840),Sant Antoni,6,--Departament d'Ensenyament (Assignació) ;,Escola Àngela Roca,Escola,4452;4452;0;4452;0,
5069,Barcelona,Viladecavalls (08232),Pintor Casas,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Roc Blanc,Escola,3524.5;3524.5;0;3524.5;0,
5070,Girona,Vilademuls (17468),Creu a General,,--Departament d'Ensenyament (Assignació) ;,Escola de Sant Esteve de Guialbes,Escola,1050.52;1050.52;0;1050.52;0,
5071,Girona,Viladrau (17406),Balsells Morato,2,--Departament d'Ensenyament (Assignació) ;,Escola Els Castanyers - ZER Guilleries,Escola,1575.78;1575.78;0;1575.78;0,
5072,Girona,Vilafant (17740),Escoles,14,--Departament d'Ensenyament (Assignació) ;,Escola Sol i Vent,Escola,4081;4081;0;4081;0,5072210DG9757S0001QX
5073,Barcelona,Vilafranca del Penedès (08720),Francesc de Paula Bove,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Josep Baltà i Elias,Escola,3524.5;3524.5;0;3524.5;0,
5074,Barcelona,Vilafranca del Penedès (08720),Espirall,,--Departament d'Ensenyament (Assignació) ;,Escola Pau Boada,Escola,3339;3339;0;3339;0,
5075,Barcelona,Vilafranca del Penedès (08720),Josep Vicenç Foix,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Cristòfor Mestre,Escola,4452;4452;0;4452;0,
5076,Barcelona,Vilafranca del Penedès (08720),Pl. Espirall,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Mas i Perera,Escola,4452;4452;0;4452;0,
5077,Lleida,Vilagrassa (25330),Ramon Perelló,1,--Departament d'Ensenyament (Assignació) ;,Escola Ramon Perelló - ZER Guicivervi,Escola,1050.52;1050.52;0;1050.52;0,2426803CG4122N0001HZ
5078,Girona,Vilajuïga (17493),Sant Sebastia,8,--Departament d'Ensenyament (Assignació) ;,Escola Santiago Ratés,Escola,2626.31;2626.31;0;2626.31;0,
5079,Tarragona,Vilalba dels Arcs (43782),De Gandesa,s/n,--Departament d'Ensenyament (Assignació) ;,Escola El Diví Mestre - ZER Terra Alta Nord,Escola,1313.15;1313.15;0;1313.15;0,
5080,Barcelona,Vilalba Sasserra (08455),De la Vila,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Trentapasses,Escola,2101.04;2101.04;0;2101.04;0,
5081,Lleida,Vilaller (25552),Afores,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Vidal i Abad - ZER Alta Ribagorça,Escola,1313.15;1313.15;0;1313.15;0,
5082,Girona,Vilallonga de Ter (17869),Escoles,1,--Departament d'Ensenyament (Assignació) ;,Escola La Daina - ZER Vall de Ter,Escola,787.89;787.89;0;787.89;0,3470102DG4837S0001XT
5083,Tarragona,Vilallonga del Camp (43141),De la Pau,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Pere Virgili,Escola,3151.56;3151.56;0;3151.56;0,
5084,Girona,Vilamacolum (17474),Escoles,5,--Departament d'Ensenyament (Assignació) ;,Escola Els Valentins - ZER Tramuntana,Escola,787.89;787.89;0;787.89;0,
5085,Girona,Vilamalla (17469),Escoles,9,--Departament d'Ensenyament (Assignació) ;,Escola Josep de Ribot i Olivas - ZER Canigó,Escola,2101.04;2101.04;0;2101.04;0,
5087,Tarragona,Vilanova d'Escornalbou (43311),Escoles,1,--Departament d'Ensenyament (Assignació) ;,Escola Font de l'Arc - ZER Baix Camp Sud,Escola,787.89;787.89;0;787.89;0,
5088,Lleida,Vilanova de Bellpuig (25264),Pare Pacífic,16,--Departament d'Ensenyament (Assignació) ;,Escola Marinada - ZER Vent Serè,Escola,1838.41;1838.41;0;1838.41;0,
5089,Lleida,Vilanova de la Barca (25690),Major,1,--Departament d'Ensenyament (Assignació) ;,Escola Mestral - ZER Argelaga,Escola,1838.41;1838.41;0;1838.41;0,1181802CG1118S0001LX
5090,Lleida,Vilanova de Meià (25735),Raval,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Mare de Déu del Puig de Meià - ZER El Rom,Escola,787.89;787.89;0;787.89;0,
5091,Barcelona,Vilanova de Sau (08519),Escoles,s/n,--Departament d'Ensenyament (Assignació) ;,Escola de Vilanova de Sau,Escola,525.26;525.26;0;525.26;0,
5092,Lleida,Vilanova de Segrià (25133),Catalunya,s/n,--Departament d'Ensenyament (Assignació) ;,Escola de Vilanova de Segrià - ZER Alt Segrià,Escola,1050.52;1050.52;0;1050.52;0,
5093,Barcelona,Vilanova del Camí (08788),Santa Llucia,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Joan Maragall,Escola,6492.5;6492.5;0;6492.5;0,
5094,Barcelona,Vilanova del Camí (08788),Fra Juniper Serra,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Pompeu Fabra,Escola,3676.82;3676.82;0;3676.82;0,
5095,Barcelona,Vilanova del Vallès (08410),Del Centenari,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Mestres Munguet-Cortés,Escola,3710;3710;0;3710;0,
5096,Barcelona,Vilanova i la Geltrú (08800),Àncora,s/n,--Departament d'Ensenyament (Assignació) ;,Escola L'Arjau,Escola,3339;3339;0;3339;0,4041001CF9644S0001ME
5097,Barcelona,Vilanova i la Geltrú (08800),Canigó,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Canigó,Escola,4452;4452;0;4452;0,
5098,Barcelona,Vilanova i la Geltrú (08800),Doctor Zamenhof,s/n,--Departament d'Ensenyament (Assignació) ;,Escola L'Aragai,Escola,4266.5;4266.5;0;4266.5;0,
5099,Barcelona,Vilanova i la Geltrú (08800),Margallo,43,--Departament d'Ensenyament (Assignació) ;,Escola El Margalló,Escola,4081;4081;0;4081;0,
5100,Barcelona,Vilanova i la Geltrú (08800),Sant Gervasi,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Llebetx,Escola,3151.56;3151.56;0;3151.56;0,
5101,Barcelona,Vilanova i la Geltrú (08800),Ibèrica,200,--Departament d'Ensenyament (Assignació) ;,Escola Cossetània,Escola,3151.56;3151.56;0;3151.56;0,
5102,Barcelona,Vilanova i la Geltrú (08800),Vilafranca,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Ginesta,Escola,3339;3339;0;3339;0,
5103,Barcelona,Vilanova i la Geltrú (08800),Samà,66,--Departament d'Ensenyament (Assignació) ;,Escola Pompeu Fabra,Escola,4452;4452;0;4452;0,3043101CF9634S0001QX
5104,Barcelona,Vilassar de Dalt (08339),Joan Maragall,s/n,--Departament d'Ensenyament (Assignació) ;,Antiga Escola Francesc Macià,Escola,3524.5;3524.5;0;3524.5;0,
5105,Barcelona,Vilassar de Mar (08340),Arquitecte Eduard Farrés,81,--Departament d'Ensenyament (Assignació) ;,Escola Vaixell Burriac,Escola,3524.5;3524.5;0;3524.5;0,9457109DF4995N0001DM
5106,Barcelona,Vilassar de Mar (08340),Montevideo,40,--Departament d'Ensenyament (Assignació) ;,Escola Pérez Sala,Escola,4452;4452;0;4452;0,9353011DF4995S0001AI
5107,Tarragona,Vilaverd (43490),Espanya,1,--Departament d'Ensenyament (Assignació) ;,Escola del Montgoi - ZER Poblet,Escola,1050.52;1050.52;0;1050.52;0,
5108,Girona,Vilobí d'Onyar (17185),Pompeu Fabra,4,--Departament d'Ensenyament (Assignació) ;,Escola Josep Madrenys,Escola,4464.71;4464.71;0;4464.71;0,
5109,Barcelona,Vilobí del Penedès (08735),Escoles,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Llebeig,Escola,2363.67;2363.67;0;2363.67;0,
5110,Tarragona,Vimbodí i Poblet (43430),Mestre Garcia,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Mare de Déu dels Torrents - ZER Poblet,Escola,1313.15;1313.15;0;1313.15;0,
5111,Lleida,Vinaixa (25440),Lleida,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Sant Bonifaci - ZER Riu Set,Escola,1313.15;1313.15;0;1313.15;0,
5112,Tarragona,Vinebre (43792),Torre,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Les Eres - ZER Ribera d'Ebre Nord,Escola,787.89;787.89;0;787.89;0,
5113,Tarragona,Vinyols i els Arcs (43391),Centre,s/n,--Departament d'Ensenyament (Assignació) ;,Escola Santa Caterina,Escola,3401.88;3401.88;0;3401.88;0,
5114,Tarragona,Xerta (43592),Catalunya,s/n,--Departament d'Ensenyament (Assignació) ;,Escola de Xerta,Escola,1838.41;1838.41;0;1838.41;0,
5117,Tarragona,Amposta (43870),Madrid,55,--Departament d'Ensenyament (Assignació) ;,Escola Mestre Agustí Barberà,Escola,4452;4452;0;4452;0,5895601BF9059D0001UB
5118,Barcelona,Terrassa (),Asturies,17,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Parc Infantil Can Vilardell,Parc infantil,0;0;0;0;513,
5119,Barcelona,Roda de Ter (08510),Miquel Martí i Pol,1-3,--Departament d'Ensenyament (Assignació) ;,Institut Miquel Martí i Pol,Institut,4581.2;4581.2;0;4581.2;0,2687503DG4428N0001LD
5120,Barcelona,Sant Vicenç de Castellet (),Bisbe Perello,56,--Departament d'Ensenyament (Assignació) ;,Institut Castellet,Institut,0;0;0;0;6480,5541201DG0154S0001RJ
5121,Barcelona,Cabrils (),Vilassar,s/n,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Laboratori Agroalimentari - CT Vilassar  S,Recerca científica i laboratoris,2400;2400;0;2400;0,08030A006000650000FU
5125,Girona,"Cruïlles, Monells i Sant Sadurní de l'he ()",Veinat de Sies,s/n,--Institut de Recerca i Tecnologia Agroalimentàries (IRTA) (Adscripció) ;,en funcionament Centre de Control Porcí - LL Veinat de Sies  S,Recerca científica i laboratoris,600;600;0;600;0,
5126,Barcelona,Premià de Dalt (08338),Can Balet,s/n,--Departament d'Ensenyament (Assignació) ;,Institut Valerià Pujol i Bosch,Institut,4695.79;4695.79;584.82;5280.61;9177,5949802DF4954N0001XD
5127,Barcelona,Terrassa (08221),Cervantes,46,--Departament d'Ensenyament (Assignació) ;,Institut Montserrat Roig,Institut,4511;4511;0;4511;6469.43,7626003DG1072D0001PG
5128,Barcelona,Montmeló (08160),Mil.lenari,19,--Departament d'Ensenyament (Assignació) ;,Institut Montmeló,Institut,4522.1;4522.1;0;4522.1;5989,6804106DG3060S0001QU
5129,Barcelona,Piera (08784),Copernic,9-13,--Departament d'Ensenyament (Assignació) ;,Magatzem Central Departament d'Ensenyament - Nau,Emmagatzematge,5530;5530;0;5530;16873.96,5685403CF9958N0001ZD
5130,Lleida,La Pobla de Segur (),Pou,s/n,,Terminal d'autobusos - PL Pou  S,Estació d'autobusos,292.6;292.6;0;292.6;0,2494501CG3729S0001FT
5131,Lleida,Tremp (),Montllobar,,--Departament de Territori i Sostenibilitat (Assignació) ;,Terminal d'autobusos de Tremp - PS De l'Estació,Estació d'autobusos,756.12;756.12;0;756.12;36667,5907001CG2750N0001GT
5133,Girona,Santa Coloma de Farners (),Girona,43,--Departament de Territori i Sostenibilitat (Assignació) ;,Terminal d'autobusos de Santa Coloma de Farners,Estació d'autobusos,1334.92;1334.92;0;1334.92;863,2446501DG7324N0001PX
5134,Lleida,Sort (),Caterina Albert,s/n,--Departament de Territori i Sostenibilitat (Assignació) ;,Terminal d'autobusos de Sort - PL Caterina Albert  S,Estació d'autobusos,73.06;73.06;0;73.06;0,
5135,Barcelona,Manresa (),"Bufalvent Parc.113 a 116, 127 a 130",,--Departament de Territori i Sostenibilitat (Assignació) ;,Aparcament de vehicles pesants,Aparcament vehícles pesats,0;0;0;0;13706,4586004DG0148G0001FP
5136,Tarragona,Tortosa (),"Ind. Baix Ebre, Parc.A-b. C-235",,--Departament de Territori i Sostenibilitat (Assignació) ;,Aparcament vehicles pesants,Aparcament vehícles pesats,0;0;0;0;26336,2857922BF9126E0001IJ
5136,Tarragona,Tortosa (),"Ind. Baix Ebre, Parc.A-b. C-235",,--Departament de Territori i Sostenibilitat (Assignació) ;,Aparcament vehicles pesants,Aparcament vehícles pesats,0;0;0;0;26336, 2857925BF9126E0001SJ
5136,Tarragona,Tortosa (),"Ind. Baix Ebre, Parc.A-b. C-235",,--Departament de Territori i Sostenibilitat (Assignació) ;,Aparcament vehicles pesants,Aparcament vehícles pesats,0;0;0;0;26336, 2857924BF9126E0001EJ
5136,Tarragona,Tortosa (),"Ind. Baix Ebre, Parc.A-b. C-235",,--Departament de Territori i Sostenibilitat (Assignació) ;,Aparcament vehicles pesants,Aparcament vehícles pesats,0;0;0;0;26336, 2857923BF9126E0001JJ
5136,Tarragona,Tortosa (),"Ind. Baix Ebre, Parc.A-b. C-235",,--Departament de Territori i Sostenibilitat (Assignació) ;,Aparcament vehicles pesants,Aparcament vehícles pesats,0;0;0;0;26336, 2857921BF9126E0001XJ
5137,Lleida,Balaguer (),Campllong   C-1313,,--Departament de Territori i Sostenibilitat (Assignació) ;,Àrea d'estacionament de vehicles pesants,Aparcament vehícles pesats,8123;8123;0;8123;7769,8371007CG1287S0001EG
5138,Tarragona,Amposta (),Tosas,53,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Estació Experimental de l'Ebre - CT Balada  S,Oficina,208;208;0;208;0,400530100CF0000001UZ
5142,Barcelona,Sant Quirze de Besora (),N-152,,--Ajuntament de Sant Quirze de Besora (Altres) ;,Sobrant de carretera (cedit l'ús a l'Ajuntament),Solar,0;0;0;0;2120,08237A002090020000BQ
5142,Barcelona,Sant Quirze de Besora (),N-152,,--Ajuntament de Sant Quirze de Besora (Altres) ;,Sobrant de carretera (cedit l'ús a l'Ajuntament),Solar,0;0;0;0;2120, 08237A002000790000BM
5143,Girona,Bordils (),C-255,"9,2 K",--Ajuntament de Bordils (Altres) ;,"Sobrant carretera C-255 km. 9,2",Sobrant de carretera,0;0;0;0;156,
5146,Lleida,Josa i Tuixén (),Afores,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Casa forestal de Tuixén - LL Afores,Habitatge,185;185;0;185;0,25147A007000160000JG
5146,Lleida,Josa i Tuixén (),Afores,,"--Departament d'Agricultura, Ramaderia, Pesca i Alimentació (Assignació) ;",Casa forestal de Tuixén - LL Afores,Habitatge,185;185;0;185;0, 000200100CG87E0001BG
5147,Barcelona,Sabadell (),Reina Elionor,86-110,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Casal Cívic Sabadell-Gràcia,Centre cívic,1214;1214;0;1214;1476.22,5291314DF2959H0001ZB
5148,Girona,Cabanes (),Sant Feliu,s/n,--Servei Meteorològic de Catalunya (Adscripció) ;,- CM Sant Feliu  S,Estació metereològica,0;0;0;0;0,
5149,Girona,Sant Pere Pescador (),Fages,17,--Servei Meteorològic de Catalunya (Adscripció) ;,- MS Fages 17,Estació metereològica,0;0;0;0;0,
5150,Girona,La Tallada d'Empordà (),Fundació Mas Badia,s/n,--Servei Meteorològic de Catalunya (Adscripció) ;,Estació Agrometeorològica,Estació metereològica,0;0;0;0;0,
5151,Barcelona,Malgrat de Mar (),Pla,s/n,--Servei Meteorològic de Catalunya (Adscripció) ;,- CM Pla  S,Estació metereològica,0;0;0;0;0,
5153,Barcelona,Caldes de Montbui (),Finca Torre Marimon,,--Servei Meteorològic de Catalunya (Adscripció) ;,Finca Torre Marimon,Estació metereològica,0;0;0;0;0,
5154,Barcelona,Viladecans (),Antiga Valencia,14 K,--Servei Meteorològic de Catalunya (Adscripció) ;,- CT Antiga Valencia 14 K,Estació metereològica,0;0;0;0;0,
5155,Tarragona,Constantí (),Centre de Mas Bové,,--Servei Meteorològic de Catalunya (Adscripció) ;,- LL Centre de Mas Bové,Estació metereològica,0;0;0;0;0,
5156,Tarragona,Cambrils (),Casa Sant Josep,,--Servei Meteorològic de Catalunya (Adscripció) ;,- LL Casa Sant Josep,Estació metereològica,0;0;0;0;0,
5157,Tarragona,Benissanet (),Mora,s/n,--Servei Meteorològic de Catalunya (Adscripció) ;,- CT Mora  S,Estació metereològica,0;0;0;0;0,
5158,Tarragona,Deltebre (),Punta del Fangar,,--Servei Meteorològic de Catalunya (Adscripció) ;,- LL Punta del Fangar,Estació metereològica,0;0;0;0;0,
5159,Tarragona,Alcanar (),D'en Serra,,--Servei Meteorològic de Catalunya (Adscripció) ;,- MS D'en Serra,Estació metereològica,0;0;0;0;0,
5160,Tarragona,Ulldecona (),Comunitat de Regants del Pou Valentins,,--Servei Meteorològic de Catalunya (Adscripció) ;,- LL Comunitat de Regants del Pou Valentins,Estació metereològica,0;0;0;0;0,
5161,Lleida,La Granadella (),Horts de la Vall Major,,--Servei Meteorològic de Catalunya (Adscripció) ;,- LL Horts de la Vall Major,Estació metereològica,0;0;0;0;0,
5162,Lleida,El Poal (),Afores,s/n,--Servei Meteorològic de Catalunya (Adscripció) ;,- CR Afores  S,Estació metereològica,0;0;0;0;0,
5164,Lleida,Els Plans de Sió (),Figuerosa,,--Servei Meteorològic de Catalunya (Adscripció) ;,- CM Figuerosa,Estació metereològica,0;0;0;0;0,
5165,Tarragona,Prades (),Finca els Hortals,,--Servei Meteorològic de Catalunya (Adscripció) ;,- LL Finca els Hortals,Estació metereològica,0;0;0;0;0,
5166,Lleida,Pinós (),Masia Can Caselles,,--Servei Meteorològic de Catalunya (Adscripció) ;,- LL Masia Can Caselles,Estació metereològica,0;0;0;0;0,
5167,Lleida,Os de Balaguer (),Monestir de les Avellanes,,--Servei Meteorològic de Catalunya (Adscripció) ;,- LL Monestir de les Avellanes,Estació metereològica,0;0;0;0;0,
5168,Barcelona,Perafita (),Finca la Tria,,--Servei Meteorològic de Catalunya (Adscripció) ;,- LL Finca la Tria,Estació metereològica,0;0;0;0;0,
5169,Tarragona,El Montmell (),Finca Vallflor - Aigua Viva,,--Servei Meteorològic de Catalunya (Adscripció) ;,- LL Finca Vallflor,Estació metereològica,0;0;0;0;0,
5172,Tarragona,Santa Coloma de Queralt (),La Cabana,,--Servei Meteorològic de Catalunya (Adscripció) ;,- PD La Cabana,Estació metereològica,0;0;0;0;100,
5177,Tarragona,Sant Carles de la Ràpita (),Poble Nou,"5,5 K",--Servei Meteorològic de Catalunya (Adscripció) ;,Estació meteorològica,Estació metereològica,0;0;0;0;0,
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7,25079A010000820000TY Polígono 10 Parcela 82
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 855590400CF19F0001GW
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A013000010000TZ Polígono 13 Parcela 1
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A014002760000TQ  	Polígono 14 Parcela 276
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A014000010000TD Polígono 14 Parcela 1
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A009090030000TM Polígon 9 Parcel·la 9003
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A010000010000TX Polígon 10 Parcel·la 1
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A011000010000TF  Polígono 11 Parcela 1
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A001090040000TR Polígon 1 Parcel·la 9004
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A011000040000TK Polígono 11 Parcela 4
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A011000020000TM Polígono 11 Parcela 2
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A011000030000TO 	Polígono 11 Parcela 3
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 958090100CF19H0001SB
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A012000010000TY 	Polígono 12 Parcela 1
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A010000020000TI Polígono 10 Parcela 2
5181,Lleida,Castelldans (),Castelldans a Puigvert,,--Departament de Territori i Sostenibilitat (Assignació) ;,Mas de Melons/Sant Jaume,Forest,0;0;0;0;1.368423288E7, 25079A014000540000TP Polígono 14 Parcela 54
5201,Barcelona,Piera (),B-224,"km. 8,413 a 8,48",--Ajuntament de Piera (Altres) ;,"Sobrant de carretera B-224 km. 8,413 a 8,48",Sobrant de carretera,0;0;0;0;3836.3,
5202,Barcelona,Barcelona (08004),Albareda,1-13,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Casa del Mar de Barcelona,Centre cívic,0;0;0;0;0,1007101DF3810E0001HG
5203,Barcelona,Vilanova i la Geltrú (),Maritim,63,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Casa del Mar de Vilanova i Geltrú - PS Maritim 63,Centre cívic,782.7;782.7;0;782.7;0,3658722CF9635N0001AI
5204,Barcelona,Arenys de Mar (),Port Pesquer,s/n,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Casa del Mar d'Arenys de Mar,Centre cívic,735;735;0;735;296,001805100DG60C0001OB
5205,Girona,Blanes (),Raco de'n Portes,,"--Departament de Treball, Afers Socials i Famílies (Assignació) ;",Casa del Mar de Blanes - CR Raco de'n Portes,Centre cívic,658.69;658.69;0;658.69;0,2233301DG8123S0001FG
5206,Tarragona,Tarragona (),Saavedra,s/n,--Departament de la Vicepresidència i d'Economia i Hisenda (Assignació) ;,- PG Saavedra  S,Aparcament,0;0;0;0;0,
