Num. Ens/ Num. Inventari,area_value,area_type,units,area_id
347,3837.16,Sup. const. sobre rasant,m2,677
347,0,Sup. const. sota rasant,m2,678
347,3837.16,Sup. const. total,m2,679
347,9887.71,Sup. del terreny,m2,680
348,1924.57,Sup. const. sobre rasant,m2,681
348,0,Sup. const. sota rasant,m2,682
348,1924.57,Sup. const. total,m2,683
348,668.85,Sup. del terreny,m2,684
349,0,Sup. const. sobre rasant,m2,685
349,0,Sup. const. sota rasant,m2,686
349,0,Sup. const. total,m2,687
349,0,Sup. del terreny,m2,688
350,0,Sup. const. sobre rasant,m2,689
350,0,Sup. const. sota rasant,m2,690
350,0,Sup. const. total,m2,691
350,0,Sup. del terreny,m2,692
351,0,Sup. const. sobre rasant,m2,693
351,0,Sup. const. sota rasant,m2,694
351,0,Sup. const. total,m2,695
351,0,Sup. del terreny,m2,696
352,0,Sup. const. sobre rasant,m2,697
352,0,Sup. const. sota rasant,m2,698
352,0,Sup. const. total,m2,699
352,0,Sup. del terreny,m2,700
353,0,Sup. const. sobre rasant,m2,701
353,0,Sup. const. sota rasant,m2,702
353,0,Sup. const. total,m2,703
353,0,Sup. del terreny,m2,704
354,0,Sup. const. sobre rasant,m2,705
354,0,Sup. const. sota rasant,m2,706
354,0,Sup. const. total,m2,707
354,0,Sup. del terreny,m2,708
355,0,Sup. const. sobre rasant,m2,709
355,0,Sup. const. sota rasant,m2,710
355,0,Sup. const. total,m2,711
355,0,Sup. del terreny,m2,712
356,0,Sup. const. sobre rasant,m2,713
356,0,Sup. const. sota rasant,m2,714
356,0,Sup. const. total,m2,715
356,0,Sup. del terreny,m2,716
358,5007,Sup. const. sobre rasant,m2,717
358,0,Sup. const. sota rasant,m2,718
358,5007,Sup. const. total,m2,719
358,12594.85,Sup. del terreny,m2,720
360,7910,Sup. const. sobre rasant,m2,721
360,0,Sup. const. sota rasant,m2,722
360,7910,Sup. const. total,m2,723
360,10022,Sup. del terreny,m2,724
361,6250,Sup. const. sobre rasant,m2,725
361,0,Sup. const. sota rasant,m2,726
361,6250,Sup. const. total,m2,727
361,8912.7,Sup. del terreny,m2,728
363,82.64,Sup. const. sobre rasant,m2,729
363,0,Sup. const. sota rasant,m2,730
363,82.64,Sup. const. total,m2,731
363,1248.9,Sup. del terreny,m2,732
365,178,Sup. const. sobre rasant,m2,733
365,0,Sup. const. sota rasant,m2,734
365,178,Sup. const. total,m2,735
365,0,Sup. del terreny,m2,736
367,1400,Sup. const. sobre rasant,m2,737
367,0,Sup. const. sota rasant,m2,738
367,1400,Sup. const. total,m2,739
367,312750,Sup. del terreny,m2,740
368,6358,Sup. const. sobre rasant,m2,741
368,0,Sup. const. sota rasant,m2,742
368,6358,Sup. const. total,m2,743
368,0,Sup. del terreny,m2,744
370,2432,Sup. const. sobre rasant,m2,745
370,0,Sup. const. sota rasant,m2,746
370,2432,Sup. const. total,m2,747
370,1892,Sup. del terreny,m2,748
371,4170,Sup. const. sobre rasant,m2,749
371,0,Sup. const. sota rasant,m2,750
371,4170,Sup. const. total,m2,751
371,9774,Sup. del terreny,m2,752
372,0,Sup. const. sobre rasant,m2,753
372,0,Sup. const. sota rasant,m2,754
372,0,Sup. const. total,m2,755
372,0,Sup. del terreny,m2,756
374,545.11,Sup. const. sobre rasant,m2,757
374,0,Sup. const. sota rasant,m2,758
374,545.11,Sup. const. total,m2,759
374,4746,Sup. del terreny,m2,760
375,165,Sup. const. sobre rasant,m2,761
375,0,Sup. const. sota rasant,m2,762
375,165,Sup. const. total,m2,763
375,124,Sup. del terreny,m2,764
376,50,Sup. const. sobre rasant,m2,765
376,0,Sup. const. sota rasant,m2,766
376,50,Sup. const. total,m2,767
376,0,Sup. del terreny,m2,768
379,3628.9,Sup. const. sobre rasant,m2,769
379,0,Sup. const. sota rasant,m2,770
379,3628.9,Sup. const. total,m2,771
379,2045.04,Sup. del terreny,m2,772
380,183,Sup. const. sobre rasant,m2,773
380,0,Sup. const. sota rasant,m2,774
380,183,Sup. const. total,m2,775
380,0,Sup. del terreny,m2,776
381,436,Sup. const. sobre rasant,m2,777
381,0,Sup. const. sota rasant,m2,778
381,436,Sup. const. total,m2,779
381,342.45,Sup. del terreny,m2,780
383,1174,Sup. const. sobre rasant,m2,781
383,0,Sup. const. sota rasant,m2,782
383,1174,Sup. const. total,m2,783
383,10020,Sup. del terreny,m2,784
384,0,Sup. const. sobre rasant,m2,785
384,0,Sup. const. sota rasant,m2,786
384,0,Sup. const. total,m2,787
384,3612,Sup. del terreny,m2,788
385,0,Sup. const. sobre rasant,m2,789
385,0,Sup. const. sota rasant,m2,790
385,0,Sup. const. total,m2,791
385,11088,Sup. del terreny,m2,792
386,4314.26,Sup. const. sobre rasant,m2,793
386,0,Sup. const. sota rasant,m2,794
386,4314.26,Sup. const. total,m2,795
386,11950.63,Sup. del terreny,m2,796
387,27461,Sup. const. sobre rasant,m2,797
387,624,Sup. const. sota rasant,m2,798
387,28085,Sup. const. total,m2,799
387,60058,Sup. del terreny,m2,800
388,1137.6,Sup. const. sobre rasant,m2,801
388,39.6,Sup. const. sota rasant,m2,802
388,1177.2,Sup. const. total,m2,803
388,1500.16,Sup. del terreny,m2,804
389,4005,Sup. const. sobre rasant,m2,805
389,0,Sup. const. sota rasant,m2,806
389,4005,Sup. const. total,m2,807
389,13248,Sup. del terreny,m2,808
390,3339,Sup. const. sobre rasant,m2,809
390,0,Sup. const. sota rasant,m2,810
390,3339,Sup. const. total,m2,811
390,0,Sup. del terreny,m2,812
391,2405,Sup. const. sobre rasant,m2,813
391,0,Sup. const. sota rasant,m2,814
391,2405,Sup. const. total,m2,815
391,5113,Sup. del terreny,m2,816
396,736.58,Sup. const. sobre rasant,m2,817
396,896.27,Sup. const. sota rasant,m2,818
396,1632.85,Sup. const. total,m2,819
396,822,Sup. del terreny,m2,820
397,435.6,Sup. const. sobre rasant,m2,821
397,0,Sup. const. sota rasant,m2,822
397,435.6,Sup. const. total,m2,823
397,0,Sup. del terreny,m2,824
398,2129,Sup. const. sobre rasant,m2,825
398,0,Sup. const. sota rasant,m2,826
398,2129,Sup. const. total,m2,827
398,2000,Sup. del terreny,m2,828
399,936,Sup. const. sobre rasant,m2,829
399,0,Sup. const. sota rasant,m2,830
399,936,Sup. const. total,m2,831
399,5475,Sup. del terreny,m2,832
400,9297.27,Sup. const. sobre rasant,m2,833
400,0,Sup. const. sota rasant,m2,834
400,9297.27,Sup. const. total,m2,835
400,10440,Sup. del terreny,m2,836
401,0,Sup. const. sobre rasant,m2,837
401,0,Sup. const. sota rasant,m2,838
401,0,Sup. const. total,m2,839
401,0,Sup. del terreny,m2,840
402,178.36,Sup. const. sobre rasant,m2,841
402,0,Sup. const. sota rasant,m2,842
402,178.36,Sup. const. total,m2,843
402,229.8,Sup. del terreny,m2,844
403,0,Sup. const. sobre rasant,m2,845
403,0,Sup. const. sota rasant,m2,846
403,0,Sup. const. total,m2,847
403,981,Sup. del terreny,m2,848
405,0,Sup. const. sobre rasant,m2,849
405,0,Sup. const. sota rasant,m2,850
405,0,Sup. const. total,m2,851
405,0,Sup. del terreny,m2,852
408,11213,Sup. const. sobre rasant,m2,853
408,0,Sup. const. sota rasant,m2,854
408,11213,Sup. const. total,m2,855
408,0,Sup. del terreny,m2,856
410,633,Sup. const. sobre rasant,m2,857
410,0,Sup. const. sota rasant,m2,858
410,633,Sup. const. total,m2,859
410,0,Sup. del terreny,m2,860
413,6246,Sup. const. sobre rasant,m2,861
413,0,Sup. const. sota rasant,m2,862
413,6246,Sup. const. total,m2,863
413,6253.3,Sup. del terreny,m2,864
414,0,Sup. const. sobre rasant,m2,865
414,0,Sup. const. sota rasant,m2,866
414,0,Sup. const. total,m2,867
414,870,Sup. del terreny,m2,868
419,2566.2,Sup. const. sobre rasant,m2,869
419,0,Sup. const. sota rasant,m2,870
419,2566.2,Sup. const. total,m2,871
419,201241,Sup. del terreny,m2,872
420,0,Sup. const. sobre rasant,m2,873
420,0,Sup. const. sota rasant,m2,874
420,0,Sup. const. total,m2,875
420,5830,Sup. del terreny,m2,876
421,519.5,Sup. const. sobre rasant,m2,877
421,0,Sup. const. sota rasant,m2,878
421,519.5,Sup. const. total,m2,879
421,0,Sup. del terreny,m2,880
422,7213.83,Sup. const. sobre rasant,m2,881
422,721.59,Sup. const. sota rasant,m2,882
422,7935.42,Sup. const. total,m2,883
422,16480.21,Sup. del terreny,m2,884
423,877.48,Sup. const. sobre rasant,m2,885
423,0,Sup. const. sota rasant,m2,886
423,877.48,Sup. const. total,m2,887
423,1500,Sup. del terreny,m2,888
424,1844.66,Sup. const. sobre rasant,m2,889
424,635.27,Sup. const. sota rasant,m2,890
424,2479.93,Sup. const. total,m2,891
424,6939.17,Sup. del terreny,m2,892
425,3710,Sup. const. sobre rasant,m2,893
425,0,Sup. const. sota rasant,m2,894
425,3710,Sup. const. total,m2,895
425,6523,Sup. del terreny,m2,896
426,20081.93,Sup. const. sobre rasant,m2,897
426,0,Sup. const. sota rasant,m2,898
426,20081.93,Sup. const. total,m2,899
426,0,Sup. del terreny,m2,900
428,8269,Sup. const. sobre rasant,m2,901
428,0,Sup. const. sota rasant,m2,902
428,8269,Sup. const. total,m2,903
428,10425,Sup. del terreny,m2,904
432,0,Sup. const. sobre rasant,m2,905
432,0,Sup. const. sota rasant,m2,906
432,0,Sup. const. total,m2,907
432,251,Sup. del terreny,m2,908
433,852.14,Sup. const. sobre rasant,m2,909
433,0,Sup. const. sota rasant,m2,910
433,852.14,Sup. const. total,m2,911
433,1500,Sup. del terreny,m2,912
436,5990.5,Sup. const. sobre rasant,m2,913
436,0,Sup. const. sota rasant,m2,914
436,5990.5,Sup. const. total,m2,915
436,36233,Sup. del terreny,m2,916
439,2043,Sup. const. sobre rasant,m2,917
439,0,Sup. const. sota rasant,m2,918
439,2043,Sup. const. total,m2,919
439,7187.5,Sup. del terreny,m2,920
442,1020,Sup. const. sobre rasant,m2,921
442,0,Sup. const. sota rasant,m2,922
442,1020,Sup. const. total,m2,923
442,0,Sup. del terreny,m2,924
444,4221,Sup. const. sobre rasant,m2,925
444,0,Sup. const. sota rasant,m2,926
444,4221,Sup. const. total,m2,927
444,14124.82,Sup. del terreny,m2,928
445,4166.98,Sup. const. sobre rasant,m2,929
445,0,Sup. const. sota rasant,m2,930
445,4166.98,Sup. const. total,m2,931
445,10758.38,Sup. del terreny,m2,932
446,4763.5,Sup. const. sobre rasant,m2,933
446,0,Sup. const. sota rasant,m2,934
446,4763.5,Sup. const. total,m2,935
446,13288,Sup. del terreny,m2,936
447,0,Sup. const. sobre rasant,m2,937
447,0,Sup. const. sota rasant,m2,938
447,0,Sup. const. total,m2,939
447,0,Sup. del terreny,m2,940
450,0,Sup. const. sobre rasant,m2,941
450,0,Sup. const. sota rasant,m2,942
450,0,Sup. const. total,m2,943
450,0,Sup. del terreny,m2,944
452,2334,Sup. const. sobre rasant,m2,945
452,0,Sup. const. sota rasant,m2,946
452,2334,Sup. const. total,m2,947
452,986,Sup. del terreny,m2,948
453,5168.71,Sup. const. sobre rasant,m2,949
453,0,Sup. const. sota rasant,m2,950
453,5168.71,Sup. const. total,m2,951
453,7514,Sup. del terreny,m2,952
454,90,Sup. const. sobre rasant,m2,953
454,0,Sup. const. sota rasant,m2,954
454,90,Sup. const. total,m2,955
454,0,Sup. del terreny,m2,956
455,0,Sup. const. sobre rasant,m2,957
455,0,Sup. const. sota rasant,m2,958
455,0,Sup. const. total,m2,959
455,7313,Sup. del terreny,m2,960
457,3974.6,Sup. const. sobre rasant,m2,961
457,136.2,Sup. const. sota rasant,m2,962
457,4110.8,Sup. const. total,m2,963
457,8957.75,Sup. del terreny,m2,964
458,0,Sup. const. sobre rasant,m2,965
458,0,Sup. const. sota rasant,m2,966
458,0,Sup. const. total,m2,967
458,548,Sup. del terreny,m2,968
460,1318,Sup. const. sobre rasant,m2,969
460,0,Sup. const. sota rasant,m2,970
460,1318,Sup. const. total,m2,971
460,1043.4,Sup. del terreny,m2,972
464,4380,Sup. const. sobre rasant,m2,973
464,0,Sup. const. sota rasant,m2,974
464,4380,Sup. const. total,m2,975
464,8020.57,Sup. del terreny,m2,976
465,0,Sup. const. sobre rasant,m2,977
465,0,Sup. const. sota rasant,m2,978
465,0,Sup. const. total,m2,979
465,17970,Sup. del terreny,m2,980
466,1318.45,Sup. const. sobre rasant,m2,981
466,0,Sup. const. sota rasant,m2,982
466,1318.45,Sup. const. total,m2,983
466,1411,Sup. del terreny,m2,984
468,584.67,Sup. const. sobre rasant,m2,985
468,0,Sup. const. sota rasant,m2,986
468,584.67,Sup. const. total,m2,987
468,0,Sup. del terreny,m2,988
469,0,Sup. const. sobre rasant,m2,989
469,0,Sup. const. sota rasant,m2,990
469,0,Sup. const. total,m2,991
469,450000,Sup. del terreny,m2,992
472,548,Sup. const. sobre rasant,m2,993
472,0,Sup. const. sota rasant,m2,994
472,548,Sup. const. total,m2,995
472,634,Sup. del terreny,m2,996
474,17410.49,Sup. const. sobre rasant,m2,997
474,11040.8,Sup. const. sota rasant,m2,998
474,28451.29,Sup. const. total,m2,999
474,2524.88,Sup. del terreny,m2,1000
475,8885.95,Sup. const. sobre rasant,m2,1001
475,0,Sup. const. sota rasant,m2,1002
475,8885.95,Sup. const. total,m2,1003
475,1678,Sup. del terreny,m2,1004
479,0,Sup. const. sobre rasant,m2,1005
479,0,Sup. const. sota rasant,m2,1006
479,0,Sup. const. total,m2,1007
479,8500,Sup. del terreny,m2,1008
480,85.22,Sup. const. sobre rasant,m2,1009
480,0,Sup. const. sota rasant,m2,1010
480,85.22,Sup. const. total,m2,1011
480,0,Sup. del terreny,m2,1012
481,619.3,Sup. const. sobre rasant,m2,1013
481,0,Sup. const. sota rasant,m2,1014
481,619.3,Sup. const. total,m2,1015
481,,Sup. del terreny,m2,1016
482,2991,Sup. const. sobre rasant,m2,1017
482,0,Sup. const. sota rasant,m2,1018
482,2991,Sup. const. total,m2,1019
482,4116,Sup. del terreny,m2,1020
484,4307,Sup. const. sobre rasant,m2,1021
484,0,Sup. const. sota rasant,m2,1022
484,4307,Sup. const. total,m2,1023
484,5178,Sup. del terreny,m2,1024
489,2857,Sup. const. sobre rasant,m2,1025
489,0,Sup. const. sota rasant,m2,1026
489,2857,Sup. const. total,m2,1027
489,0,Sup. del terreny,m2,1028
490,808,Sup. const. sobre rasant,m2,1029
490,0,Sup. const. sota rasant,m2,1030
490,808,Sup. const. total,m2,1031
490,2025.32,Sup. del terreny,m2,1032
493,9746,Sup. const. sobre rasant,m2,1033
493,192,Sup. const. sota rasant,m2,1034
493,9938,Sup. const. total,m2,1035
493,7654,Sup. del terreny,m2,1036
499,3577,Sup. const. sobre rasant,m2,1037
499,0,Sup. const. sota rasant,m2,1038
499,3577,Sup. const. total,m2,1039
499,5582.87,Sup. del terreny,m2,1040
500,1878.35,Sup. const. sobre rasant,m2,1041
500,0,Sup. const. sota rasant,m2,1042
500,1878.35,Sup. const. total,m2,1043
500,40888,Sup. del terreny,m2,1044
501,766.45,Sup. const. sobre rasant,m2,1045
501,0,Sup. const. sota rasant,m2,1046
501,766.45,Sup. const. total,m2,1047
501,0,Sup. del terreny,m2,1048
502,875,Sup. const. sobre rasant,m2,1049
502,0,Sup. const. sota rasant,m2,1050
502,875,Sup. const. total,m2,1051
502,948,Sup. del terreny,m2,1052
504,3600.39,Sup. const. sobre rasant,m2,1053
504,262.5,Sup. const. sota rasant,m2,1054
504,3862.89,Sup. const. total,m2,1055
504,1105.99,Sup. del terreny,m2,1056
505,1827,Sup. const. sobre rasant,m2,1057
505,0,Sup. const. sota rasant,m2,1058
505,1827,Sup. const. total,m2,1059
505,0,Sup. del terreny,m2,1060
508,148,Sup. const. sobre rasant,m2,1061
508,0,Sup. const. sota rasant,m2,1062
508,148,Sup. const. total,m2,1063
508,0,Sup. del terreny,m2,1064
510,8458,Sup. const. sobre rasant,m2,1065
510,0,Sup. const. sota rasant,m2,1066
510,8458,Sup. const. total,m2,1067
510,15000,Sup. del terreny,m2,1068
512,390.07,Sup. const. sobre rasant,m2,1069
512,0,Sup. const. sota rasant,m2,1070
512,390.07,Sup. const. total,m2,1071
512,702.5,Sup. del terreny,m2,1072
513,1872.89,Sup. const. sobre rasant,m2,1073
513,0,Sup. const. sota rasant,m2,1074
513,1872.89,Sup. const. total,m2,1075
513,9464,Sup. del terreny,m2,1076
515,2019.94,Sup. const. sobre rasant,m2,1077
515,166.33,Sup. const. sota rasant,m2,1078
515,2186.27,Sup. const. total,m2,1079
515,1260.42,Sup. del terreny,m2,1080
519,1735.19,Sup. const. sobre rasant,m2,1081
519,0,Sup. const. sota rasant,m2,1082
519,1735.19,Sup. const. total,m2,1083
519,470.09,Sup. del terreny,m2,1084
520,11790,Sup. const. sobre rasant,m2,1085
520,0,Sup. const. sota rasant,m2,1086
520,11790,Sup. const. total,m2,1087
520,20285,Sup. del terreny,m2,1088
522,1100,Sup. const. sobre rasant,m2,1089
522,550,Sup. const. sota rasant,m2,1090
522,1650,Sup. const. total,m2,1091
522,3316,Sup. del terreny,m2,1092
524,4684.89,Sup. const. sobre rasant,m2,1093
524,0,Sup. const. sota rasant,m2,1094
524,4684.89,Sup. const. total,m2,1095
524,6811.94,Sup. del terreny,m2,1096
525,151.2,Sup. const. sobre rasant,m2,1097
525,0,Sup. const. sota rasant,m2,1098
525,151.2,Sup. const. total,m2,1099
525,332,Sup. del terreny,m2,1100
526,0,Sup. const. sobre rasant,m2,1101
526,0,Sup. const. sota rasant,m2,1102
526,0,Sup. const. total,m2,1103
526,0,Sup. del terreny,m2,1104
527,0,Sup. const. sobre rasant,m2,1105
527,0,Sup. const. sota rasant,m2,1106
527,0,Sup. const. total,m2,1107
527,739,Sup. del terreny,m2,1108
530,0,Sup. const. sobre rasant,m2,1109
530,0,Sup. const. sota rasant,m2,1110
530,0,Sup. const. total,m2,1111
530,10117.15,Sup. del terreny,m2,1112
534,944.33,Sup. const. sobre rasant,m2,1113
534,0,Sup. const. sota rasant,m2,1114
534,944.33,Sup. const. total,m2,1115
534,2029,Sup. del terreny,m2,1116
535,406,Sup. const. sobre rasant,m2,1117
535,0,Sup. const. sota rasant,m2,1118
535,406,Sup. const. total,m2,1119
535,0,Sup. del terreny,m2,1120
536,1848.38,Sup. const. sobre rasant,m2,1121
536,0,Sup. const. sota rasant,m2,1122
536,1848.38,Sup. const. total,m2,1123
536,1800,Sup. del terreny,m2,1124
538,0,Sup. const. sobre rasant,m2,1125
538,0,Sup. const. sota rasant,m2,1126
538,0,Sup. const. total,m2,1127
538,0,Sup. del terreny,m2,1128
539,0,Sup. const. sobre rasant,m2,1129
539,0,Sup. const. sota rasant,m2,1130
539,0,Sup. const. total,m2,1131
539,0,Sup. del terreny,m2,1132
540,0,Sup. const. sobre rasant,m2,1133
540,0,Sup. const. sota rasant,m2,1134
540,0,Sup. const. total,m2,1135
540,0,Sup. del terreny,m2,1136
541,84,Sup. const. sobre rasant,m2,1137
541,0,Sup. const. sota rasant,m2,1138
541,84,Sup. const. total,m2,1139
541,0,Sup. del terreny,m2,1140
543,106.62,Sup. const. sobre rasant,m2,1141
543,0,Sup. const. sota rasant,m2,1142
543,106.62,Sup. const. total,m2,1143
543,342,Sup. del terreny,m2,1144
546,1361,Sup. const. sobre rasant,m2,1145
546,0,Sup. const. sota rasant,m2,1146
546,1361,Sup. const. total,m2,1147
546,1002.18,Sup. del terreny,m2,1148
547,7608,Sup. const. sobre rasant,m2,1149
547,0,Sup. const. sota rasant,m2,1150
547,7608,Sup. const. total,m2,1151
547,6385.75,Sup. del terreny,m2,1152
548,591,Sup. const. sobre rasant,m2,1153
548,0,Sup. const. sota rasant,m2,1154
548,591,Sup. const. total,m2,1155
548,1106,Sup. del terreny,m2,1156
552,0,Sup. const. sobre rasant,m2,1157
552,0,Sup. const. sota rasant,m2,1158
552,0,Sup. const. total,m2,1159
552,0,Sup. del terreny,m2,1160
553,6189,Sup. const. sobre rasant,m2,1161
553,0,Sup. const. sota rasant,m2,1162
553,6189,Sup. const. total,m2,1163
553,11276.3,Sup. del terreny,m2,1164
557,3652.45,Sup. const. sobre rasant,m2,1165
557,0,Sup. const. sota rasant,m2,1166
557,3652.45,Sup. const. total,m2,1167
557,5778,Sup. del terreny,m2,1168
558,5176,Sup. const. sobre rasant,m2,1169
558,0,Sup. const. sota rasant,m2,1170
558,5176,Sup. const. total,m2,1171
558,2894.76,Sup. del terreny,m2,1172
559,4300,Sup. const. sobre rasant,m2,1173
559,0,Sup. const. sota rasant,m2,1174
559,4300,Sup. const. total,m2,1175
559,2139,Sup. del terreny,m2,1176
560,952.9,Sup. const. sobre rasant,m2,1177
560,0,Sup. const. sota rasant,m2,1178
560,952.9,Sup. const. total,m2,1179
560,5365,Sup. del terreny,m2,1180
561,1207.5,Sup. const. sobre rasant,m2,1181
561,0,Sup. const. sota rasant,m2,1182
561,1207.5,Sup. const. total,m2,1183
561,1548,Sup. del terreny,m2,1184
563,664.82,Sup. const. sobre rasant,m2,1185
563,0,Sup. const. sota rasant,m2,1186
563,664.82,Sup. const. total,m2,1187
563,2510,Sup. del terreny,m2,1188
565,786,Sup. const. sobre rasant,m2,1189
565,0,Sup. const. sota rasant,m2,1190
565,786,Sup. const. total,m2,1191
565,578.2,Sup. del terreny,m2,1192
567,873.15,Sup. const. sobre rasant,m2,1193
567,0,Sup. const. sota rasant,m2,1194
567,873.15,Sup. const. total,m2,1195
567,0,Sup. del terreny,m2,1196
568,344.6,Sup. const. sobre rasant,m2,1197
568,0,Sup. const. sota rasant,m2,1198
568,344.6,Sup. const. total,m2,1199
568,895.3,Sup. del terreny,m2,1200
570,8067,Sup. const. sobre rasant,m2,1201
570,0,Sup. const. sota rasant,m2,1202
570,8067,Sup. const. total,m2,1203
570,8026,Sup. del terreny,m2,1204
573,2058,Sup. const. sobre rasant,m2,1205
573,0,Sup. const. sota rasant,m2,1206
573,2058,Sup. const. total,m2,1207
573,5014.3,Sup. del terreny,m2,1208
575,0,Sup. const. sobre rasant,m2,1209
575,0,Sup. const. sota rasant,m2,1210
575,0,Sup. const. total,m2,1211
575,0,Sup. del terreny,m2,1212
577,781,Sup. const. sobre rasant,m2,1213
577,0,Sup. const. sota rasant,m2,1214
577,781,Sup. const. total,m2,1215
577,158.86,Sup. del terreny,m2,1216
578,0,Sup. const. sobre rasant,m2,1217
578,0,Sup. const. sota rasant,m2,1218
578,0,Sup. const. total,m2,1219
578,1501.25,Sup. del terreny,m2,1220
579,0,Sup. const. sobre rasant,m2,1221
579,0,Sup. const. sota rasant,m2,1222
579,0,Sup. const. total,m2,1223
579,9422,Sup. del terreny,m2,1224
581,0,Sup. const. sobre rasant,m2,1225
581,0,Sup. const. sota rasant,m2,1226
581,0,Sup. const. total,m2,1227
581,0,Sup. del terreny,m2,1228
582,0,Sup. const. sobre rasant,m2,1229
582,0,Sup. const. sota rasant,m2,1230
582,0,Sup. const. total,m2,1231
582,0,Sup. del terreny,m2,1232
583,0,Sup. const. sobre rasant,m2,1233
583,0,Sup. const. sota rasant,m2,1234
583,0,Sup. const. total,m2,1235
583,225,Sup. del terreny,m2,1236
584,0,Sup. const. sobre rasant,m2,1237
584,0,Sup. const. sota rasant,m2,1238
584,0,Sup. const. total,m2,1239
584,0,Sup. del terreny,m2,1240
585,0,Sup. const. sobre rasant,m2,1241
